"questionId","questionNumber","questionName","answer","formula","solution","qti","sti","fti","questionText","solutionText","formulaText","hints","moreInfo","queDT","queStatus","examId","yearId","subjectId","chapterId","topicId","examSetId","dificultyId","optionId","wrongAns","set_question_number","autherMarkedQueOk","addedBy","fk_levelId","subjectName","mapQwId","fk_studentId","examName","examSetName","options","adminId","firstName","lastName","eqCommentId","dataEntryFixed","ownerOK","adminOK","ownerComment","adminComment","topicName","subjectCode","chapterName","fk_questionStatusId","fk_queAnsTypeId","fk_essId","essName","queAnsType","fk_examSetId","fk_queAnsTypeId","fk_optionId","dificulty","levelDifficultyId","levelDifficulty","levelDifficultyName","fk_yearId","essInstruction","questionStatusId","questionStatusName","qcStatusClass","examTypeId","examType","mainSubjectId"
"23979","80",,"C",,,"1","1","1","<p><strong>f a circle C passing through the point (4, 0) touches the circle&nbsp;<span class=""math-tex"">\(\text x^2+\text y^2+4\text x-6\text y=12\)</span>&nbsp;externally at the point (1, -1), then the radius of C is:&nbsp;</strong></p>

<p><strong>(A)&nbsp;<span class=""math-tex"">\(2\sqrt{5}\)</span></strong></p>

<p><strong>(B)&nbsp;<span class=""math-tex"">\(\)</span>4</strong></p>

<p><strong>(C)&nbsp;<span class=""math-tex"">\(\)</span>5</strong></p>

<p><strong>(D)&nbsp;<span class=""math-tex"">\(\sqrt{57}\)</span></strong></p>
","<p><strong>Tangent at (1,-1) is&nbsp;<span class=""math-tex"">\(\text x(1)+\text y(-1)+2(\text x+1)-3(\text y-1)-12=0\)</span>&nbsp;&nbsp;</strong></p>

<p><strong><span class=""math-tex"">\(=3\text x-4\text y=7\)</span></strong></p>

<p><strong>Required circle is&nbsp;<span class=""math-tex"">\((\text x-1)^2+(\text y+1)^2+\lambda(3\text x-4\text y-7)=0\)</span></strong></p>

<p><strong>It pass through (4, 0) &nbsp;&nbsp;</strong></p>

<p><strong><span class=""math-tex"">\(\Rightarrow 9+1+ \lambda(12-7)=0\Rightarrow\lambda=-2\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\Rightarrow\)</span>&nbsp;&nbsp;required circle is&nbsp;<span class=""math-tex"">\(\text x^2+\text y^2-8\text x+10\text y+16=0\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\Rightarrow\)</span>&nbsp;&nbsp;Radius&nbsp;<span class=""math-tex"">\(=\sqrt{16+25-16}=5\)</span></strong></p>
",,,,"2020-04-24 14:46:06","1","1",NULL,"2",NULL,NULL,"375","3","3","2","20","2","7","5","mathematics",NULL,NULL,"JEE Main","10th January 2019(Shift 1)","A,B,C,D","7","rajeshri","mestry","14364","3","3","1",,,NULL,"MATH",NULL,"1","1",NULL,NULL,"MCQ","375","1","3","high","5","L4","Across all chapters (JEE Main)","0",NULL,"1","Published","success","1","Previous years papers","2"
"23940","79",,"B",,,"1","1","1","<p><strong>Let&nbsp;<span class=""math-tex"">\(f(\text x) =
\begin{cases}
\text {max}\{|\text x|,\text x^2\},  &amp; |\text x|\leq2 \\
8-2|\text x| ,&amp; 2&lt;|\text x|\leq4{}
\end{cases}\)</span>&nbsp;Let S be the set of points in the interval (-4, 4) at&nbsp;which f is not differentiable. Then S: &nbsp;</strong></p>

<p><strong>(A) is an empty set </strong></p>

<p><strong>(B) equals {-2, -1, 0, 1, 2} &nbsp;</strong></p>

<p><strong>(C) equals {-2, -1, 1, 2} </strong></p>

<p><strong>(D) equals {-2, 2} &nbsp;</strong></p>
","<p><strong>From the graph we can easily conclude that <span class=""math-tex"">\(\text{ f(x)}\)</span>&nbsp;is non &ndash; derivable at&nbsp;&nbsp;<span class=""math-tex"">\(\text {x=-2,-1,0,1,2}\)</span></strong></p>
",,,,"2020-04-24 09:36:11","1","1",NULL,"2",NULL,NULL,"375","3","3","2","19","2","7","5","mathematics",NULL,NULL,"JEE Main","10th January 2019(Shift 1)","A,B,C,D","7","rajeshri","mestry","14363","3","3","1",,,NULL,"MATH",NULL,"1","1",NULL,NULL,"MCQ","375","1","3","high","5","L4","Across all chapters (JEE Main)","0",NULL,"1","Published","success","1","Previous years papers","2"
"23936","78",,"C",,,"1","1","1","<p><strong>A point P moves on the line&nbsp;<span class=""math-tex"">\(2\text x-3\text y+4=0.\)</span>&nbsp;If&nbsp;<span class=""math-tex"">\(\text Q(1,4)\ \text {and }\text R(3,-2)\)</span>&nbsp;and&nbsp;are fixed points, then the locus of the centroid of <span class=""math-tex"">\(\Delta\text{PQR}\)</span> is a line:&nbsp;</strong></p>

<p><strong>&nbsp;(A)&nbsp;<span class=""math-tex"">\(\)</span>with slope&nbsp;<span class=""math-tex"">\(\frac{3}{2}\)</span></strong></p>

<p><strong>(B)&nbsp;&nbsp;parallel to x-axis&nbsp;</strong></p>

<p><strong>(C)&nbsp;&nbsp;with slope&nbsp;<span class=""math-tex"">\(\frac{2}{3}\)</span></strong></p>

<p><strong>(D) parallel to y-axis &nbsp;</strong></p>

<p>&nbsp;</p>
","<p><strong>Let point&nbsp;P is&nbsp;<span class=""math-tex"">\((\alpha,\beta)\)</span>&nbsp;and centroid of&nbsp;&nbsp;<span class=""math-tex"">\(\Delta\text {PQR}\)</span>&nbsp;is (h, k), then&nbsp;<span class=""math-tex"">\(3\text h=\alpha+1+3\)</span>&nbsp;and&nbsp;<span class=""math-tex"">\(3\text k=\beta+4-2\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\Rightarrow \alpha=3\text h-4\ \text {and } \beta =3\text k-2\)</span></strong></p>

<p><strong>Because&nbsp;<span class=""math-tex"">\((\alpha,\beta)\)</span>&nbsp;lies&nbsp;on&nbsp;<span class=""math-tex"">\(2\text x-3\text y+4=0\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\Rightarrow 2(3\text h-4)-3(\text k-2)+4=0\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\Rightarrow \)</span>&nbsp;locus is&nbsp;&nbsp;<span class=""math-tex"">\(6\text x-9\text y+2=0\)</span>&nbsp;&nbsp;whose slope is&nbsp;<span class=""math-tex"">\(\frac{2}{3}\)</span></strong></p>

<p>&nbsp;</p>
",,,,"2020-04-24 09:10:41","1","1",NULL,"2",NULL,NULL,"375","2","3","2","18","2","7","5","mathematics",NULL,NULL,"JEE Main","10th January 2019(Shift 1)","A,B,C,D","7","rajeshri","mestry","14362","3","3","1",,,NULL,"MATH",NULL,"1","1",NULL,NULL,"MCQ","375","1","3","medium","5","L4","Across all chapters (JEE Main)","0",NULL,"1","Published","success","1","Previous years papers","2"
"23931","77",,"D",,,"1","1","1","<p><strong>Let&nbsp;<span class=""math-tex"">\(\text I=\overset{\text b}{\underset{\text a}\int}(\text x^4-2\text x^2)\text {dx}.\)</span>&nbsp;&nbsp;If I is minimum then the ordered pair (a, b) is:&nbsp;</strong></p>

<p><strong>(A)&nbsp;<span class=""math-tex"">\((0,\sqrt{2})\)</span></strong></p>

<p><strong>(B)&nbsp;<span class=""math-tex"">\((-\sqrt{2},0)\)</span></strong></p>

<p><strong>(C)&nbsp;<span class=""math-tex"">\((\sqrt{2},-\sqrt{2})\)</span></strong></p>

<p><strong>(D)&nbsp;<span class=""math-tex"">\((-\sqrt{2},\sqrt{2})\)</span></strong></p>
","<p><strong><span class=""math-tex"">\(\overset{\text b}{\underset{\text a}\int}(\text x^4-2\text x^2)\text {dx}\)</span></strong></p>

<p><strong>From figure min area is&nbsp;&nbsp;<span class=""math-tex"">\((-\sqrt{2},\sqrt{2})\)</span>&nbsp;</strong></p>

<p><strong><img alt="""" src=""https://www.testbee.in/preview/show_qimage/1587717777.png"" style=""height:147px; width:200px"" /></strong></p>
",,,,"2020-04-24 08:43:35","1","1",NULL,"2",NULL,NULL,"375","3","3","2","17","2","7","5","mathematics",NULL,NULL,"JEE Main","10th January 2019(Shift 1)","A,B,C,D","7","rajeshri","mestry","14355","3","3","1",,"Incorrect formula in the solution. First line",NULL,"MATH",NULL,"1","1",NULL,NULL,"MCQ","375","1","3","high","5","L4","Across all chapters (JEE Main)","0",NULL,"1","Published","success","1","Previous years papers","2"
"23930","76",,"wrongAns",,,"1","1","1","<p><strong>Let&nbsp;<span class=""math-tex"">\(\text z_1\)</span>&nbsp;and&nbsp;<span class=""math-tex"">\(\text z_2\)</span>&nbsp;be any two non-zero complex numbers such that&nbsp;<span class=""math-tex"">\(3|\text z_1|=4|\text z_2|.\)</span>&nbsp;If&nbsp;<span class=""math-tex"">\(\text z=\frac{3\text z_1}{2\text z_2}+\frac{2\text z_2}{3\text z_1}\)</span>&nbsp;then:</strong></p>

<p>&nbsp;</p>

<p><strong>(A)&nbsp;<span class=""math-tex"">\(\text {Re}(\text z)=0\)</span></strong></p>

<p><strong>(B)&nbsp;<span class=""math-tex"">\(|\text z|=\sqrt{\frac{5}{2}}\)</span></strong></p>

<p><strong>(C)&nbsp;<span class=""math-tex"">\(|\text z|=\frac{1}{2}\sqrt{\frac{17}{2}}\)</span></strong></p>

<p><strong>(D)&nbsp;<span class=""math-tex"">\(\text {Im}(\text z)=0\)</span></strong></p>
","<p><strong><span class=""math-tex"">\(\Big|\frac{3\text z_1}{2\text z_2}\Big|=2\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\)</span>Let&nbsp;<span class=""math-tex"">\(\frac{3\text z_1}{2\text z_2}=2\cos\theta+2(\sin\theta)\text i\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\Rightarrow \frac{2\text z_2}{3\text z_1}=\frac{1}{2}\cos\theta-\frac{1}{2}(\sin\theta)\)</span></strong></p>

<p><strong>Given,&nbsp;<span class=""math-tex"">\(\text z=\frac{2\text z_1}{3\text z _2}+\frac{3\text z_2}{2\text z_1}=\frac{5}{2}\cos\theta+\frac{3}{2}(\sin\theta)\text i\)</span></strong></p>

<p><strong>Which is neither purely imaginary and |z| depends on&nbsp;<span class=""math-tex"">\(\theta\)</span></strong></p>
",,,,"2020-04-24 08:34:06","1","1",NULL,"2",NULL,NULL,"375","2","3","2","16","2","7","5","mathematics",NULL,NULL,"JEE Main","10th January 2019(Shift 1)","A,B,C,D","7","rajeshri","mestry","14361","3","3","1",,,NULL,"MATH",NULL,"1","1",NULL,NULL,"MCQ","375","1","3","medium","5","L4","Across all chapters (JEE Main)","0",NULL,"1","Published","success","1","Previous years papers","2"
"23929","75",,"A",,,"1","1","1","<p><strong>Let&nbsp;<span class=""math-tex"">\(\text d \in \text R\)</span>, and&nbsp;<span class=""math-tex"">\(A=\begin{bmatrix} -2 &amp; 4+\text d &amp; (\sin\theta)-2 \\ 1 &amp; (\sin\theta)+2 &amp; \text d \\ 5 &amp; (2\sin\theta)-\text d &amp; (-\sin\theta)+2+2\text d \\ \end{bmatrix},\theta\in[0,2\pi].\)</span>&nbsp; If the minimum&nbsp;value of det (A) is 8, then a value of d is:&nbsp;</strong></p>

<p><strong>(A) -5</strong></p>

<p><strong>(B) -7</strong></p>

<p><strong>(C)&nbsp;<span class=""math-tex"">\(2(\sqrt{2}+1)\)</span></strong></p>

<p><strong>(D)&nbsp;<span class=""math-tex"">\(2(\sqrt{2}+2)\)</span></strong></p>
","<p><strong><span class=""math-tex"">\(|\text A|=\begin{bmatrix} -2 &amp; 4+\text d &amp; (\sin\theta)-2 \\ 1 &amp; (\sin\theta)+2 &amp; \text d \\ 5 &amp; (2\sin\theta)-\text d &amp; (-\sin\theta)+2+2\text d \\ \end{bmatrix}\)</span></strong></p>

<p><strong><span class=""math-tex"">\(=\begin{bmatrix} -2 &amp; 4+\text d &amp; (\sin\theta-2) \\ 1 &amp; (\sin\theta) &amp; \text d \\ 1 &amp; 0&amp; 0 \\ \end{bmatrix}\)</span>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<span class=""math-tex"">\((\text {New}\ \text R_3=\text R_3-2\text R_2+\text R_1)\)</span></strong></p>

<p><strong><span class=""math-tex"">\(=(4+\text d)\text d-\sin^2\theta +4=(\text d+2)^2-\sin^2\theta\)</span></strong></p>

<p><strong>Because minimum value of&nbsp;&nbsp;<span class=""math-tex"">\(|\text A|=8\Rightarrow (\text d+2)^2=9\Rightarrow\text d=1\ \text {or } -5 \)</span></strong></p>
",,,,"2020-04-24 08:19:32","1","1",NULL,"2",NULL,NULL,"375","1","3","2","15","2","7","5","mathematics",NULL,NULL,"JEE Main","10th January 2019(Shift 1)","A,B,C,D","7","rajeshri","mestry","14360","3","3","1",,,NULL,"MATH",NULL,"1","1",NULL,NULL,"MCQ","375","1","3","easy","5","L4","Across all chapters (JEE Main)","0",NULL,"1","Published","success","1","Previous years papers","2"
"23928","74",,"B",,,"1","1","1","<p><strong>For each <span class=""math-tex"">\(\text t\in \text R\)</span>, let [t] be the greatest integer less than or equal to t. Then,&nbsp;</strong></p>

<p><strong><span class=""math-tex"">\(\lim_\limits{\ \ \text x\rightarrow1+}\frac{(1-|\text x|+\sin|1-\text x|)\sin\Big(\frac
{\pi}{2}[1-\text x]\Big)}{|1-\text x||1-\text x|}\)</span></strong></p>

<p><strong>(A) equals 1 </strong></p>

<p><strong>(B) equals 0 &nbsp;</strong></p>

<p><strong>(C) equals -1 </strong></p>

<p><strong>(D) does not exist&nbsp;</strong></p>
","<p><strong><span class=""math-tex"">\(\lim_\limits{\ \ \text x\rightarrow1+}\frac{(1-|\text x|+\sin|1-\text x|)\sin\Big([1-\text x]\frac{\pi}{2}\Big)}{|1-\text x|[1-\text x]}\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\lim_\limits{\ \ \text x\rightarrow1^-}\frac{(1-\text x+\sin(\text x-1))\sin\Big(-\frac{\pi}{2}\Big)}{|\text x-1|(-1)}\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\lim_\limits{\ \ \text x\rightarrow1^-}\frac{-(\text x-1)+\sin(\text x-1)}{(\text x-1)}=-1+1=0\)</span></strong></p>

<p>&nbsp;</p>
",,,,"2020-04-24 07:57:51","1","1",NULL,"2",NULL,NULL,"375","3","3","2","14","2","7","5","mathematics",NULL,NULL,"JEE Main","10th January 2019(Shift 1)","A,B,C,D","7","rajeshri","mestry","14359","3","3","1",,,NULL,"MATH",NULL,"1","1",NULL,NULL,"MCQ","375","1","3","high","5","L4","Across all chapters (JEE Main)","0",NULL,"1","Published","success","1","Previous years papers","2"
"23927","73",,"B",,,"1","1","1","<p><strong>If the system of equations</strong></p>

<p><strong>&nbsp;<span class=""math-tex"">\(\text{x+y+z=5}\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\text{x+2y+3z=9}\)</span>,</strong></p>

<p><strong><span class=""math-tex"">\(\text{x+3y}+\alpha \text z=\beta\)</span></strong></p>

<p><strong>&nbsp;has infinitely many solutions, then&nbsp;<span class=""math-tex"">\(\beta-\alpha\)</span> equals: &nbsp;</strong></p>

<p><strong>(A) 21 </strong></p>

<p><strong>(B) 8 &nbsp;</strong></p>

<p><strong>(C) 18 </strong></p>

<p><strong>(D) 5&nbsp;</strong></p>
","<p><strong><span class=""math-tex"">\(\text{x+y-z=5}\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\text{x+2y+3z=9}\)</span>,</strong></p>

<p><strong><span class=""math-tex"">\(\text{x+3y}+\alpha \text z=\beta\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\text D=\begin{vmatrix} 1 &amp; 1&amp;1\\ 1 &amp; 2&amp; 3 \\ 1 &amp; 3 &amp; 0 \\ \end{vmatrix}=0\Rightarrow (2\alpha-9)+(3-\alpha)+(3-2)=0\Rightarrow\alpha=5\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\text{Now , D}_3=\begin{vmatrix} 1 &amp; 1&amp;5\\ 1 &amp; 2&amp; 9 \\ 1 &amp; 3 &amp; \alpha \\ \end{vmatrix}=0\Rightarrow 2\beta-27+9\beta-5(3-2)=0\Rightarrow\beta=13\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\Rightarrow \)</span>&nbsp;&nbsp;at <span class=""math-tex"">\(\alpha=5,\text b=13\)</span> above 3 planes from common line&nbsp;</strong></p>

<p>&nbsp;</p>
",,,,"2020-04-24 06:37:52","1","1",NULL,"2",NULL,NULL,"375","2","3","2","13","2","7","5","mathematics",NULL,NULL,"JEE Main","10th January 2019(Shift 1)","A,B,C,D","7","rajeshri","mestry","14358","3","3","1",,,NULL,"MATH",NULL,"1","1",NULL,NULL,"MCQ","375","1","3","medium","5","L4","Across all chapters (JEE Main)","0",NULL,"1","Published","success","1","Previous years papers","2"
"23926","72",,"B",,,"1","1","1","<p><strong>If the parabolas <span class=""math-tex"">\(\text y^2 = 4\text{b(x – c) and y}^2 = 8\text {ax}\)</span> have a common normal, then which one of the following is a valid choice for the ordered triad (a, b, c)?&nbsp;</strong></p>

<p><strong>(A)&nbsp;<span class=""math-tex"">\(\Big(\frac{1}{2},2,3\Big)\)</span></strong></p>

<p><strong>(B)&nbsp;<span class=""math-tex"">\((1,1,3)\)</span></strong></p>

<p><strong>(C)&nbsp;<span class=""math-tex"">\(\Big(\frac{1}{2},2,0\Big)\)</span></strong></p>

<p><strong>(D)&nbsp;<span class=""math-tex"">\((1,1,0)\)</span></strong></p>
","<p><strong>Normal to there 2 curves are&nbsp;</strong></p>

<p><strong><span class=""math-tex"">\(\text y= \text{ m(x-c) - 2bm - bm}^3\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\text {y= mx - 4am - 2am}^3\)</span></strong></p>

<p><strong>If they how a common normal&nbsp;</strong></p>

<p><strong><span class=""math-tex"">\(\text {(c + 2b) – 4a = (2a – b) m}^2\text { (m = 0 corresponds to axis)  }\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\Rightarrow\text m^2=\frac{\text c}{2\text {a-b}}-2&gt;0\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\frac{\text c}{2\text {a-b}}&gt;2\)</span></strong></p>

<p><strong>According to the question answer is (1, 2, 3, 4) but my be in question they want common normal other than x &ndash; axis, hence answer is (B)&nbsp;<br />
&nbsp;</strong></p>

<p>&nbsp;</p>
",,,,"2020-04-24 06:37:07","1","1",NULL,"2",NULL,NULL,"375","1","3","2","12","2","7","5","mathematics",NULL,NULL,"JEE Main","10th January 2019(Shift 1)","A,B,C,D","7","rajeshri","mestry","14357","3","3","1",,,NULL,"MATH",NULL,"1","1",NULL,NULL,"MCQ","375","1","3","easy","5","L4","Across all chapters (JEE Main)","0",NULL,"1","Published","success","1","Previous years papers","2"
"23925","71",,"A",,,"1","1","1","<p><strong>If the third term in the binomial expansion of&nbsp; <span class=""math-tex"">\((1+\text x^{\log_2\text x})^5\)</span>&nbsp;equals 2560, then a possible&nbsp;value of x is:&nbsp;</strong></p>

<p><strong>(A)&nbsp;<span class=""math-tex"">\(\frac{1}{4}\)</span></strong></p>

<p><strong>(B)&nbsp;<span class=""math-tex"">\(4\sqrt{2}\)</span></strong></p>

<p><strong>(C)&nbsp;<span class=""math-tex"">\(\frac{1}{8}\)</span></strong></p>

<p><strong>(D)&nbsp;<span class=""math-tex"">\(2\sqrt{2}\)</span></strong></p>
","<p><strong>In the expansion of&nbsp;&nbsp;<span class=""math-tex"">\((1+\text x^{\log_2\text x})^5\)</span></strong></p>

<p><strong>&nbsp;third term say&nbsp;&nbsp;&nbsp;<span class=""math-tex"">\(\text T_3=\ ^5\text C_2(\text x^{\log_2\text x})^2=2560\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\Rightarrow (\text x^{\text{lo}_2\text x})^2=256\)</span></strong></p>

<p><strong>taking lograthium to the base 2 on both sides &nbsp;&nbsp;</strong></p>

<p><strong><span class=""math-tex"">\(\Rightarrow2(\log_2\text x)^2=8\Rightarrow(\log_2\text x=\pm2)\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\Rightarrow \text x=4,\frac{1}{4}\)</span></strong></p>

<p><strong>Here&nbsp;&nbsp;<span class=""math-tex"">\(\text x=\frac{1}{4}\)</span></strong></p>
",,,,"2020-04-24 06:26:22","1","1",NULL,"2",NULL,NULL,"375","3","3","2","11","2","7","5","mathematics",NULL,NULL,"JEE Main","10th January 2019(Shift 1)","A,B,C,D","7","rajeshri","mestry","14356","3","3","1",,,NULL,"MATH",NULL,"1","1",NULL,NULL,"MCQ","375","1","3","high","5","L4","Across all chapters (JEE Main)","0",NULL,"1","Published","success","1","Previous years papers","2"
"23888","70",,"D",,,"1","1","1","<p><strong>In a class of 140 students numbered 1 to 140, all even numbered students opted Mathematics course, those whose number is divisible by 3 opted Physics course and those whose number is divisible by 5 opted Chemistry course. Then the number of students who did not opt for any of the three courses is: &nbsp;</strong></p>

<p><strong>(A) 102 </strong></p>

<p><strong>(B) 42 &nbsp;</strong></p>

<p><strong>(C) 1 </strong></p>

<p><strong>(D) 38&nbsp;</strong></p>
","<p><strong><span class=""math-tex"">\(\text n(\text P)=\Big[\frac{140}{3}\Big]=46\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\text n(\text C)=\Big[\frac{140}{5}\Big]=28\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\text n(\text M)=\Big[\frac{140}{2}\Big]=70\)</span></strong></p>

<p><img alt="""" src=""https://www.testbee.in/preview/show_qimage/1587708111.png"" style=""height:109px; width:128px"" /></p>

<p><strong><span class=""math-tex"">\(\text n(\text P\cup\text C\cup\text M)=\text {n(P)+n(C)+n(M)}-\text n(\text P\cap\text C)-\text n(\text C\cap\text M)-\text n(\text M\cap \text P)+\text n(\text P\cap \text M\cap \text C)\)</span></strong></p>

<p><strong><span class=""math-tex"">\(46+28+70-\Big[\frac{140}{15}\Big]-\Big[\frac{140}{10}\Big]-\Big[\frac{140}{6}\Big]+\Big[\frac{140}{30}\Big]\)</span></strong></p>

<p><span class=""math-tex"">\(144-9-14-23+4=102\)</span></p>

<p><strong>&nbsp;So required number of student <span class=""math-tex"">\(=140-102=38\)</span></strong></p>

<p>&nbsp;</p>

<p>&nbsp;</p>
",,,,"2020-04-23 09:59:10","1","1",NULL,"2",NULL,NULL,"375","2","3","2","10","2","7","5","mathematics",NULL,NULL,"JEE Main","10th January 2019(Shift 1)","A,B,C,D","7","rajeshri","mestry","14304","3","3","1",,"Diagram is missing in the solution",NULL,"MATH",NULL,"1","1",NULL,NULL,"MCQ","375","1","3","medium","5","L4","Across all chapters (JEE Main)","0",NULL,"1","Published","success","1","Previous years papers","2"
"23887","69",,"A",,,"1","1","1","<p><strong><span class=""math-tex"">\(\)</span>If&nbsp;<span class=""math-tex"">\(\frac{\text {dy}}{\text {dx}}+\frac{3}{\cos^2\text x}\text y=\frac{1}{\cos^2\text x},\text x\in\Big(\frac{-\pi}{3},\frac{\pi}{3}\Big)\)</span>&nbsp;and&nbsp;<span class=""math-tex"">\(\text y\Big(\frac{\pi}{4}\Big)=\frac{4}{3},\)</span>&nbsp;then&nbsp;<span class=""math-tex"">\(\text y\Big(-\frac{\pi}{4}\Big)\)</span>equals:&nbsp;</strong></p>

<p><strong>(A) <span class=""math-tex"">\(\frac{1}{3}+\text e^6\)</span></strong></p>

<p><strong>(B) <span class=""math-tex"">\(\frac{1}{3}\)</span></strong></p>

<p><strong>(C) <span class=""math-tex"">\(-\frac{4}{3}\)</span></strong></p>

<p><strong>(D)&nbsp;<span class=""math-tex"">\(\frac{1}{3}+\text e^3\)</span></strong></p>
","<p><strong><span class=""math-tex"">\(\frac{\text {dy}}{\text{dx}}+(3\sec^2\text x)\text y=\sec^2\text x\)</span></strong></p>

<p><strong>This is linear differential equation &nbsp;<br />
&nbsp;Integrating factor&nbsp;<span class=""math-tex"">\(=\text e\int ^{3 \sec^2\text {xdx}}=\text e^{3\tan\text x}\)</span></strong></p>

<p><strong>Hence&nbsp;&nbsp;<span class=""math-tex"">\(\text y.\text e^{3\tan \text x}=\text e\int ^{3\tan \text x}.\sec^2\text {x dx} \)</span></strong></p>

<p><strong><span class=""math-tex"">\(\Rightarrow \text {y e}^{3\tan \text x}=\frac{\text e^{3\tan \text x}}{3}+\text c\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\Rightarrow \text y=\text {Ce}^{-3\tan \text x}+\frac{1}{3}\)</span></strong></p>

<p><strong>Given&nbsp;&nbsp;<span class=""math-tex"">\(\text y\Big(\frac{\pi}{4}\Big)=\frac{4}{3}\Rightarrow\frac{4}{3}=\text {Ce}^{-3}+\frac{1}{3}\)</span></strong></p>

<p><strong><span class=""math-tex"">\(\Rightarrow \text C=\text e^3\)</span></strong></p>

<p><strong>Hence&nbsp;&nbsp;<span class=""math-tex"">\(\text y\Big(\frac{\pi}{4}\Big)=\text e^3.\text e^3+\frac{1}{3}=\text e^6+\frac{1}{3}\)</span></strong></p>
",,,,"2020-04-23 08:47:09","1","1",NULL,"2",NULL,NULL,"375","1","3","2","9","2","7","5","mathematics",NULL,NULL,"JEE Main","10th January 2019(Shift 1)","A,B,C,D","7","rajeshri","mestry","14321","3","3","1",,,NULL,"MATH",NULL,"1","1",NULL,NULL,"MCQ","375","1","3","easy","5","L4","Across all chapters (JEE Main)","0",NULL,"1","Published","success","1","Previous years papers","2"
